"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"266","Add to your collection &amp; fill up your game board for a chance to win prizes - including Starbucks for Life.… https://t.co/ZxMIcajNS4",FALSE,0,NA,2017-12-16 04:41:57,TRUE,NA,"941891121441107968",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","alongcamemary1",0,FALSE,FALSE,NA,NA
"267","Add to your collection &amp; fill up your game board for a chance to win prizes - including Starbucks for Life.… https://t.co/eo3L6IlDVC",FALSE,0,NA,2017-12-16 04:37:21,TRUE,NA,"941889965218238464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","faq1913",0,FALSE,FALSE,NA,NA
"268","Add to your collection &amp; fill up your game board for a chance to win prizes - including Starbucks for Life.… https://t.co/XMjFjy0rWa",FALSE,0,NA,2017-12-16 04:34:32,TRUE,NA,"941889253868429313",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","daisysosa19",0,FALSE,FALSE,NA,NA
"269","I just knocked out a challenge and earned extra chances to win Starbucks for Life. #StarbucksforLife https://t.co/p2zIoyMKFR",FALSE,0,NA,2017-12-16 04:30:48,FALSE,NA,"941888315740995584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lbsury",0,FALSE,FALSE,NA,NA
"270","Pay it forward #GiveGood #StarbucksforLife",FALSE,0,NA,2017-12-16 04:28:54,FALSE,NA,"941887837363949568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","free0415",0,FALSE,FALSE,NA,NA
"271","Add to your collection &amp; fill up your game board for a chance to win prizes - including Starbucks for Life.… https://t.co/ixYKHGiEUO",FALSE,0,NA,2017-12-16 04:28:00,TRUE,NA,"941887609684545536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JustUhhPERFECT",0,FALSE,FALSE,NA,NA
"272","Add to your collection &amp; fill up your game board for a chance to win prizes - including Starbucks for Life.… https://t.co/afvHaEbGWd",FALSE,0,NA,2017-12-16 04:23:15,TRUE,NA,"941886415947878401",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","THEMarciMelzer",0,FALSE,FALSE,NA,NA
"273","Add to your collection &amp; fill up your game board for a chance to win prizes - including Starbucks for Life.… https://t.co/bZadiy7gCH",FALSE,0,NA,2017-12-16 04:19:27,TRUE,NA,"941885461034803201",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","xfarmgirl55",0,FALSE,FALSE,NA,NA
"274","Add to your collection &amp; fill up your game board for a chance to win prizes - including Starbucks for Life.… https://t.co/e2lhQKl6Dw",FALSE,0,NA,2017-12-16 04:10:21,TRUE,NA,"941883170458357760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","karenhardwick01",0,FALSE,FALSE,NA,NA
"275","Add to your collection &amp; fill up your game board for a chance to win prizes - including Starbucks for Life.… https://t.co/cusTB2fdyh",FALSE,0,NA,2017-12-16 04:06:23,TRUE,NA,"941882168841850880",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DonnaDudas",0,FALSE,FALSE,NA,NA
